sample_id,canonical_image_path,canonical_label_path,source_dataset,original_image_path,original_label_path,original_filename,sha256,perceptual_hash,width,height,has_fire,has_smoke,fire_box_count,smoke_box_count,is_negative,group_id,scene_id,video_id,license_status,split,excluded,exclusion_reason
hf_kien_indoor_-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30_28829f711522,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30_28829f711522.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30_28829f711522.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30.txt,-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30.jpg,28829f711522e7d8e87e9833988ae74e79b17af9d32521f6c3fe97bf9a703eec,99cd269365936966,640,640,True,False,1,0,False,hf_kien_indoor:image:-2022-04-05-195954_png,-2022-04-05-195954_png,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
hf_kien_indoor_000039_jpg.rf.29e227f738bbc4e32317c0d77b53bafd_73faa7d2c951,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_000039_jpg.rf.29e227f738bbc4e32317c0d77b53bafd_73faa7d2c951.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_000039_jpg.rf.29e227f738bbc4e32317c0d77b53bafd_73faa7d2c951.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/000039_jpg.rf.29e227f738bbc4e32317c0d77b53bafd.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/000039_jpg.rf.29e227f738bbc4e32317c0d77b53bafd.txt,000039_jpg.rf.29e227f738bbc4e32317c0d77b53bafd.jpg,73faa7d2c951e48f4e7e2c1f1b4158e8718b840f00ce2468a99764755e75fbcc,c2d3d3f312873c2c,416,416,False,True,0,1,False,hf_kien_indoor:image:000039,000039,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
hf_kien_indoor_000045_jpg.rf.e131acc8dd73826aee3ab5af488c2e1b_a74576bf16b6,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_000045_jpg.rf.e131acc8dd73826aee3ab5af488c2e1b_a74576bf16b6.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_000045_jpg.rf.e131acc8dd73826aee3ab5af488c2e1b_a74576bf16b6.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/000045_jpg.rf.e131acc8dd73826aee3ab5af488c2e1b.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/000045_jpg.rf.e131acc8dd73826aee3ab5af488c2e1b.txt,000045_jpg.rf.e131acc8dd73826aee3ab5af488c2e1b.jpg,a74576bf16b61c4906eee083867f6565ccf4f8f08b9cccbaf3c0ec9c11762bf8,c2d3d3f316933c28,416,416,False,True,0,1,False,hf_kien_indoor:image:000045,000045,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
hf_kien_indoor_000050_jpg.rf.3567e9ee9340731c5c619ba64a1da758_0c71df20a587,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_000050_jpg.rf.3567e9ee9340731c5c619ba64a1da758_0c71df20a587.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_000050_jpg.rf.3567e9ee9340731c5c619ba64a1da758_0c71df20a587.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/000050_jpg.rf.3567e9ee9340731c5c619ba64a1da758.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/000050_jpg.rf.3567e9ee9340731c5c619ba64a1da758.txt,000050_jpg.rf.3567e9ee9340731c5c619ba64a1da758.jpg,0c71df20a587bc639a520885beb7a27d3f6edbe8fe254138de956f96c666b4a3,c2d3d3f312873c2c,416,416,False,True,0,1,False,hf_kien_indoor:image:000050,000050,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
hf_kien_indoor_000051_jpg.rf.f0f8cb8a06bd5390714ff417589737c5_942a9d31cf36,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_000051_jpg.rf.f0f8cb8a06bd5390714ff417589737c5_942a9d31cf36.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_000051_jpg.rf.f0f8cb8a06bd5390714ff417589737c5_942a9d31cf36.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/000051_jpg.rf.f0f8cb8a06bd5390714ff417589737c5.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/000051_jpg.rf.f0f8cb8a06bd5390714ff417589737c5.txt,000051_jpg.rf.f0f8cb8a06bd5390714ff417589737c5.jpg,942a9d31cf364daef88f047b07926c128bc0e7911e4a01143805666fadace039,c2c7c3d796913c38,640,640,False,True,0,1,False,hf_kien_indoor:image:000051,000051,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
hf_kien_indoor_000122_jpg.rf.fe13b3583b657df230661e8fd753a238_c68acfa6573a,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_000122_jpg.rf.fe13b3583b657df230661e8fd753a238_c68acfa6573a.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_000122_jpg.rf.fe13b3583b657df230661e8fd753a238_c68acfa6573a.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/000122_jpg.rf.fe13b3583b657df230661e8fd753a238.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/000122_jpg.rf.fe13b3583b657df230661e8fd753a238.txt,000122_jpg.rf.fe13b3583b657df230661e8fd753a238.jpg,c68acfa6573a117afc8c2f5e3e1797cc6b78f8ddfb4297d19bfd5b5aa359ccd1,c2c2c7e7139b392c,416,416,False,True,0,1,False,hf_kien_indoor:image:000122,000122,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
hf_kien_indoor_000127_jpg.rf.d1e65bb626a199c7aaca0c5366f6d480_0199198d8c31,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_000127_jpg.rf.d1e65bb626a199c7aaca0c5366f6d480_0199198d8c31.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_000127_jpg.rf.d1e65bb626a199c7aaca0c5366f6d480_0199198d8c31.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/000127_jpg.rf.d1e65bb626a199c7aaca0c5366f6d480.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/000127_jpg.rf.d1e65bb626a199c7aaca0c5366f6d480.txt,000127_jpg.rf.d1e65bb626a199c7aaca0c5366f6d480.jpg,0199198d8c319d6458e4b8090a7bd8f3f89e7648cf75d51f4819f0f7c002f8cd,c2c6d3d313953d2c,416,416,False,True,0,1,False,hf_kien_indoor:image:000127,000127,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
hf_kien_indoor_000133_jpg.rf.247604eda371adbcff2a6ef91d50d72a_f3edadb7f5d4,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_000133_jpg.rf.247604eda371adbcff2a6ef91d50d72a_f3edadb7f5d4.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_000133_jpg.rf.247604eda371adbcff2a6ef91d50d72a_f3edadb7f5d4.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/000133_jpg.rf.247604eda371adbcff2a6ef91d50d72a.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/000133_jpg.rf.247604eda371adbcff2a6ef91d50d72a.txt,000133_jpg.rf.247604eda371adbcff2a6ef91d50d72a.jpg,f3edadb7f5d4a353a526358f57e1c6dbc0b64dbde361124c97e7c759498ed2c6,c2c2d3d3168d3d3c,416,416,False,True,0,1,False,hf_kien_indoor:image:000133,000133,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
hf_kien_indoor_000149_jpg.rf.5117b01daa9e9b2434c25e081d52d04d_4fb63e7132cf,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_000149_jpg.rf.5117b01daa9e9b2434c25e081d52d04d_4fb63e7132cf.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_000149_jpg.rf.5117b01daa9e9b2434c25e081d52d04d_4fb63e7132cf.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/000149_jpg.rf.5117b01daa9e9b2434c25e081d52d04d.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/000149_jpg.rf.5117b01daa9e9b2434c25e081d52d04d.txt,000149_jpg.rf.5117b01daa9e9b2434c25e081d52d04d.jpg,4fb63e7132cf6732b3ce3b37463e0aaeb019351cb0548cd1388c84b4e92f39fe,c2c6d3d316cd7c28,416,416,False,True,0,1,False,hf_kien_indoor:image:000149,000149,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
hf_kien_indoor_000155_jpg.rf.a5b0e3313e42c55290b1c9ed71902934_8aee65c8f2c9,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_000155_jpg.rf.a5b0e3313e42c55290b1c9ed71902934_8aee65c8f2c9.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_000155_jpg.rf.a5b0e3313e42c55290b1c9ed71902934_8aee65c8f2c9.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/000155_jpg.rf.a5b0e3313e42c55290b1c9ed71902934.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/000155_jpg.rf.a5b0e3313e42c55290b1c9ed71902934.txt,000155_jpg.rf.a5b0e3313e42c55290b1c9ed71902934.jpg,8aee65c8f2c995b34af08352f2388d6f11db448d3bc070240a15eb823f121314,c2c3d3d3139b3d28,416,416,False,True,0,1,False,hf_kien_indoor:image:000155,000155,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
hf_kien_indoor_000155_jpg.rf.d9ce50e4a2964f8407dfb170ab1fdbe7_c9795d451a32,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/images/hf_kien_indoor_000155_jpg.rf.d9ce50e4a2964f8407dfb170ab1fdbe7_c9795d451a32.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/canonical/hf_kien_indoor/labels/hf_kien_indoor_000155_jpg.rf.d9ce50e4a2964f8407dfb170ab1fdbe7_c9795d451a32.txt,hf_kien_indoor,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/images/000155_jpg.rf.d9ce50e4a2964f8407dfb170ab1fdbe7.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/raw/hf_kien_fire_smoke/extracted_indoor/Indoor Fire Smoke/test/labels/000155_jpg.rf.d9ce50e4a2964f8407dfb170ab1fdbe7.txt,000155_jpg.rf.d9ce50e4a2964f8407dfb170ab1fdbe7.jpg,c9795d451a322daca1c094606249d0a3cb84b81c139d8f16a58841da95f2c103,c2c3d3d3139b3c2c,416,416,False,True,0,1,False,hf_kien_indoor:image:000155,000155,,requires review; Roboflow YAML says CC BY 4.0; class mapping visually verified,,False,
