sample_id,canonical_image_path,canonical_label_path,source_dataset,original_image_path,original_label_path,original_filename,sha256,perceptual_hash,width,height,has_fire,has_smoke,fire_box_count,smoke_box_count,is_negative,negative_category,is_synthetic,is_cctv_like,group_id,scene_id,video_id,license_status,provenance_status,data_origin,split,excluded,exclusion_reason
kien_hf_kien_indoor_-2022-04-05-195924_png_jpg.rf.266e62bd01acfb308a344ab027ce5031_9cc3385793c7,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/images/train/kien_hf_kien_indoor_-2022-04-05-195924_png_jpg.rf.266e62bd01acfb308a344ab027ce5031_9cc3385793c7.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/labels/train/kien_hf_kien_indoor_-2022-04-05-195924_png_jpg.rf.266e62bd01acfb308a344ab027ce5031_9cc3385793c7.txt,hf_kien_indoor_existing,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/images/train/hf_kien_indoor_-2022-04-05-195924_png_jpg.rf.266e62bd01acfb308a344ab027ce5031_9cc3385793c7.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/labels/train/hf_kien_indoor_-2022-04-05-195924_png_jpg.rf.266e62bd01acfb308a344ab027ce5031_9cc3385793c7.txt,hf_kien_indoor_-2022-04-05-195924_png_jpg.rf.266e62bd01acfb308a344ab027ce5031_9cc3385793c7.jpg,9cc3385793c7414a4733b7dc66caa0c2c8ddf97d531d61557745d423ea29e203,000012377ffe7800,,,True,False,1,0,False,,False,,9cc3385793c7414a4733b7dc66caa0c2c8ddf97d531d61557745d423ea29e203,,,existing_dataset,local_existing,local_existing,train,False,
kien_hf_kien_indoor_-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30_28829f711522,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/images/train/kien_hf_kien_indoor_-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30_28829f711522.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/labels/train/kien_hf_kien_indoor_-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30_28829f711522.txt,hf_kien_indoor_existing,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/images/train/hf_kien_indoor_-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30_28829f711522.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/labels/train/hf_kien_indoor_-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30_28829f711522.txt,hf_kien_indoor_-2022-04-05-195954_png_jpg.rf.b71c34594b9ab92af9c05d88f6779b30_28829f711522.jpg,28829f711522e7d8e87e9833988ae74e79b17af9d32521f6c3fe97bf9a703eec,1818181c1c1c0c04,,,True,False,1,0,False,,False,,28829f711522e7d8e87e9833988ae74e79b17af9d32521f6c3fe97bf9a703eec,,,existing_dataset,local_existing,local_existing,train,False,
kien_hf_kien_indoor_000017_jpg.rf.4782338d3922c776f98fb4139d3a753f_89fbefc1c9ca,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/images/train/kien_hf_kien_indoor_000017_jpg.rf.4782338d3922c776f98fb4139d3a753f_89fbefc1c9ca.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/labels/train/kien_hf_kien_indoor_000017_jpg.rf.4782338d3922c776f98fb4139d3a753f_89fbefc1c9ca.txt,hf_kien_indoor_existing,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/images/train/hf_kien_indoor_000017_jpg.rf.4782338d3922c776f98fb4139d3a753f_89fbefc1c9ca.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/labels/train/hf_kien_indoor_000017_jpg.rf.4782338d3922c776f98fb4139d3a753f_89fbefc1c9ca.txt,hf_kien_indoor_000017_jpg.rf.4782338d3922c776f98fb4139d3a753f_89fbefc1c9ca.jpg,89fbefc1c9cace4b3408fad5d127263ea84a6e950505c88f797e5693f201edf3,7e7e181010107c7c,,,False,True,0,2,False,,False,,89fbefc1c9cace4b3408fad5d127263ea84a6e950505c88f797e5693f201edf3,,,existing_dataset,local_existing,local_existing,train,False,
kien_hf_kien_indoor_000017_jpg.rf.4b7bdfbcab6309ff7760110536cb0dbf_867b6355700c,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/images/train/kien_hf_kien_indoor_000017_jpg.rf.4b7bdfbcab6309ff7760110536cb0dbf_867b6355700c.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/labels/train/kien_hf_kien_indoor_000017_jpg.rf.4b7bdfbcab6309ff7760110536cb0dbf_867b6355700c.txt,hf_kien_indoor_existing,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/images/train/hf_kien_indoor_000017_jpg.rf.4b7bdfbcab6309ff7760110536cb0dbf_867b6355700c.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/labels/train/hf_kien_indoor_000017_jpg.rf.4b7bdfbcab6309ff7760110536cb0dbf_867b6355700c.txt,hf_kien_indoor_000017_jpg.rf.4b7bdfbcab6309ff7760110536cb0dbf_867b6355700c.jpg,867b6355700cb4eea61cd4b4ee60f6c7765c02f334bae98e430b4ae4f10e38a0,7e7c181010107c7c,,,False,True,0,1,False,,False,,867b6355700cb4eea61cd4b4ee60f6c7765c02f334bae98e430b4ae4f10e38a0,,,existing_dataset,local_existing,local_existing,train,False,
kien_hf_kien_indoor_000017_jpg.rf.fce207c07dd1921fc94f7a7d6ad96f49_2df99a684912,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/images/train/kien_hf_kien_indoor_000017_jpg.rf.fce207c07dd1921fc94f7a7d6ad96f49_2df99a684912.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/labels/train/kien_hf_kien_indoor_000017_jpg.rf.fce207c07dd1921fc94f7a7d6ad96f49_2df99a684912.txt,hf_kien_indoor_existing,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/images/train/hf_kien_indoor_000017_jpg.rf.fce207c07dd1921fc94f7a7d6ad96f49_2df99a684912.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/labels/train/hf_kien_indoor_000017_jpg.rf.fce207c07dd1921fc94f7a7d6ad96f49_2df99a684912.txt,hf_kien_indoor_000017_jpg.rf.fce207c07dd1921fc94f7a7d6ad96f49_2df99a684912.jpg,2df99a68491241fc3b7407f0a88d80338f9b21eedc7e74555ce24d42c3b4de28,7e7e181010107c7c,,,False,True,0,1,False,,False,,2df99a68491241fc3b7407f0a88d80338f9b21eedc7e74555ce24d42c3b4de28,,,existing_dataset,local_existing,local_existing,train,False,
kien_hf_kien_indoor_000023_jpg.rf.a41c64205cdb3fd2abeef3dbf7ca03cc_142922a3c8ef,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/images/train/kien_hf_kien_indoor_000023_jpg.rf.a41c64205cdb3fd2abeef3dbf7ca03cc_142922a3c8ef.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/labels/train/kien_hf_kien_indoor_000023_jpg.rf.a41c64205cdb3fd2abeef3dbf7ca03cc_142922a3c8ef.txt,hf_kien_indoor_existing,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/images/train/hf_kien_indoor_000023_jpg.rf.a41c64205cdb3fd2abeef3dbf7ca03cc_142922a3c8ef.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/labels/train/hf_kien_indoor_000023_jpg.rf.a41c64205cdb3fd2abeef3dbf7ca03cc_142922a3c8ef.txt,hf_kien_indoor_000023_jpg.rf.a41c64205cdb3fd2abeef3dbf7ca03cc_142922a3c8ef.jpg,142922a3c8efcb0491899550b422b26bc6cb8d8d89d98ca312a40dff6796c114,7e7c181810107c7c,,,False,True,0,1,False,,False,,142922a3c8efcb0491899550b422b26bc6cb8d8d89d98ca312a40dff6796c114,,,existing_dataset,local_existing,local_existing,train,False,
kien_hf_kien_indoor_000023_jpg.rf.bb7babb60bea99b0bde061620d615ddc_eb83f9c98150,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/images/train/kien_hf_kien_indoor_000023_jpg.rf.bb7babb60bea99b0bde061620d615ddc_eb83f9c98150.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/labels/train/kien_hf_kien_indoor_000023_jpg.rf.bb7babb60bea99b0bde061620d615ddc_eb83f9c98150.txt,hf_kien_indoor_existing,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/images/train/hf_kien_indoor_000023_jpg.rf.bb7babb60bea99b0bde061620d615ddc_eb83f9c98150.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/labels/train/hf_kien_indoor_000023_jpg.rf.bb7babb60bea99b0bde061620d615ddc_eb83f9c98150.txt,hf_kien_indoor_000023_jpg.rf.bb7babb60bea99b0bde061620d615ddc_eb83f9c98150.jpg,eb83f9c9815015ea926a6e76fc6d7421b52a58791eebc7fb14fa70e46beabb49,7e7c181810107c7c,,,False,True,0,1,False,,False,,eb83f9c9815015ea926a6e76fc6d7421b52a58791eebc7fb14fa70e46beabb49,,,existing_dataset,local_existing,local_existing,train,False,
kien_hf_kien_indoor_000034_jpg.rf.1ca33b25c227dd27f9839c9b66d20555_1c31061e7f3d,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/images/train/kien_hf_kien_indoor_000034_jpg.rf.1ca33b25c227dd27f9839c9b66d20555_1c31061e7f3d.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/labels/train/kien_hf_kien_indoor_000034_jpg.rf.1ca33b25c227dd27f9839c9b66d20555_1c31061e7f3d.txt,hf_kien_indoor_existing,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/images/train/hf_kien_indoor_000034_jpg.rf.1ca33b25c227dd27f9839c9b66d20555_1c31061e7f3d.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/labels/train/hf_kien_indoor_000034_jpg.rf.1ca33b25c227dd27f9839c9b66d20555_1c31061e7f3d.txt,hf_kien_indoor_000034_jpg.rf.1ca33b25c227dd27f9839c9b66d20555_1c31061e7f3d.jpg,1c31061e7f3da2afb52f77a3401617ebcaa7fcb8f6f63cf92561cf3ccce19742,7e7c181810307c7c,,,False,True,0,1,False,,False,,1c31061e7f3da2afb52f77a3401617ebcaa7fcb8f6f63cf92561cf3ccce19742,,,existing_dataset,local_existing,local_existing,train,False,
kien_hf_kien_indoor_000034_jpg.rf.3d31040270780a561444cdc959e3780c_e19390ba20ae,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/images/train/kien_hf_kien_indoor_000034_jpg.rf.3d31040270780a561444cdc959e3780c_e19390ba20ae.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/labels/train/kien_hf_kien_indoor_000034_jpg.rf.3d31040270780a561444cdc959e3780c_e19390ba20ae.txt,hf_kien_indoor_existing,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/images/train/hf_kien_indoor_000034_jpg.rf.3d31040270780a561444cdc959e3780c_e19390ba20ae.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/labels/train/hf_kien_indoor_000034_jpg.rf.3d31040270780a561444cdc959e3780c_e19390ba20ae.txt,hf_kien_indoor_000034_jpg.rf.3d31040270780a561444cdc959e3780c_e19390ba20ae.jpg,e19390ba20ae1cde9a533e81be32b3c2a40fd9a179f8163b9936bc73f9dedab0,7e7c181810707c7c,,,False,True,0,1,False,,False,,e19390ba20ae1cde9a533e81be32b3c2a40fd9a179f8163b9936bc73f9dedab0,,,existing_dataset,local_existing,local_existing,train,False,
kien_hf_kien_indoor_000034_jpg.rf.46438e8f506eef6335721215c8c3d1ce_d36311941dd0,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/images/train/kien_hf_kien_indoor_000034_jpg.rf.46438e8f506eef6335721215c8c3d1ce_d36311941dd0.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v2_1_real/labels/train/kien_hf_kien_indoor_000034_jpg.rf.46438e8f506eef6335721215c8c3d1ce_d36311941dd0.txt,hf_kien_indoor_existing,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/images/train/hf_kien_indoor_000034_jpg.rf.46438e8f506eef6335721215c8c3d1ce_d36311941dd0.jpg,/Users/mobcoderid-296/Desktop/fire-smoke/fire-smoke-cpu/data/processed/fire_smoke_v1/labels/train/hf_kien_indoor_000034_jpg.rf.46438e8f506eef6335721215c8c3d1ce_d36311941dd0.txt,hf_kien_indoor_000034_jpg.rf.46438e8f506eef6335721215c8c3d1ce_d36311941dd0.jpg,d36311941dd0ab47e0d855904f903a7e88bc9e168897f20ff9d2d3e790b19b4c,7e7c181810307c7c,,,False,True,0,1,False,,False,,d36311941dd0ab47e0d855904f903a7e88bc9e168897f20ff9d2d3e790b19b4c,,,existing_dataset,local_existing,local_existing,train,False,
