sample_id,image_path,label_path,width,height,status,is_negative,has_fire,has_smoke,class_ids,annotation_valid,license_status,provenance_status,included,exclusion_reason
smoke_273,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_273.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_273.txt,512,512,VALID_SMOKE,False,False,True,0,True,pending,True,
smoke_267,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_267.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_267.txt,512,512,UNKNOWN,False,False,False,,False,pending,False,exact_duplicate
smoke_298,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_298.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_298.txt,512,512,UNKNOWN,False,False,False,,False,pending,False,exact_duplicate
smoke_449,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_449.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_449.txt,512,512,UNKNOWN,False,False,False,,False,pending,False,exact_duplicate
smoke_461,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_461.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_461.txt,512,512,UNKNOWN,False,False,False,,False,pending,False,exact_duplicate
smoke_307,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_307.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_307.txt,512,512,UNKNOWN,False,False,False,,False,pending,False,exact_duplicate
smoke_313,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_313.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_313.txt,512,512,UNKNOWN,False,False,False,,False,pending,False,exact_duplicate
smoke_475,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_475.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_475.txt,512,512,UNKNOWN,False,False,False,,False,pending,False,exact_duplicate
smoke_139,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_139.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_139.txt,512,512,UNKNOWN,False,False,False,,False,pending,False,exact_duplicate
smoke_46,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_46.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_46.txt,512,512,UNKNOWN,False,False,False,,False,pending,False,exact_duplicate
smoke_52,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/images/smoke_52.jpg,data/raw/hf_candidates/LibreYOLO_smoke-uvylj/train/labels/smoke_52.txt,512,512,UNKNOWN,False,False,False,,False,pending,False,exact_duplicate
